航班号,日期,机型,始发地四字,目的地四字,始发时间,到达时间,飞行时间
SKV7666,2020.03.10,E75S,KDFW,CYYZ,17:45,21:11,2:25
SWA4824,2020.04.26,B738,KBWI,KLAS,10:20,24:15,已取消
SWA4824,2020.04.26,B738,KMCO,KBWI,07:15,09:05,已取消
SWA4824,2020.04.19,B738,KBWI,KLAS,10:20,24:15,已取消
SWA4824,2020.04.19,B738,KMCO,KBWI,07:15,09:05,已取消
SWA4824,2020.04.11,B737,KATL,KFLL,11:45,13:20,已取消
SWA4824,2020.04.04,B737,KATL,KFLL,11:45,13:20,已取消
SWA4824,2020.03.21,B737,KATL,KFLL,11:45,13:20,已取消
SWA4824,2020.03.14,B737,KATL,KFLL,24:15,13:36,1:20
LOF4767,2020.03.31,E145,KDEN,KELP,16:24,17:54,1:30
LOF4767,2020.03.30,E145,KDEN,KELP,15:59,17:37,已取消
LOF4767,2020.03.29,E145,KDEN,KELP,16:01,17:30,1:29
LOF4767,2020.03.28,E145,KDEN,KIDA,09:23,10:29,1:05
LOF4767,2020.03.27,E145,KDEN,KIDA,08:27,09:30,1:02
LOF4767,2020.03.26,E145,KDEN,KIDA,08:10,09:25,1:14
LOF4767,2020.03.25,E145,KDEN,KIDA,08:20,09:48,已取消
LOF4767,2020.03.24,E145,KDEN,KIDA,08:20,09:33,1:12
LOF4767,2020.03.23,E145,KDEN,KIDA,08:31,09:44,1:12
LOF4767,2020.03.22,E145,KDEN,KIDA,08:16,09:34,1:17
LOF4767,2020.03.21,E145,KDEN,KIDA,08:57,10:16,1:18
LOF4767,2020.03.20,E145,KDEN,KIDA,10:53,24:01,1:07
LOF4767,2020.03.19,E145,KDEN,KIDA,08:22,09:28,1:05
LOF4767,2020.03.18,E145,KDEN,KIDA,08:23,09:33,1:10
LOF4767,2020.03.17,E145,KDEN,KIDA,08:23,09:39,1:15
LOF4767,2020.03.16,E145,KDEN,KIDA,08:27,09:32,1:05
LOF4767,2020.03.15,E145,KDEN,KIDA,08:26,09:35,1:09
LOF4767,2020.03.14,E145,KDEN,KIDA,09:38,10:49,1:11
LOF4767,2020.03.13,E145,KDEN,KIDA,08:39,09:48,1:08
LOF4767,2020.03.12,E145,KDEN,KIDA,09:30,10:44,1:13
LOF4767,2020.03.11,E145,KDEN,KIDA,08:27,09:40,1:13
LOF4767,2020.03.10,E145,KDEN,KIDA,08:22,09:46,1:23
RPA3522,2020.03.31,E75L,KJAX,KORD,16:48,17:51,2:02
RPA3522,2020.03.30,E75L,KJAX,KORD,16:55,18:29,已取消
RPA3522,2020.03.29,E75L,KJAX,KORD,16:55,18:29,已取消
RPA3522,2020.03.28,E75L,KDTW,KORD,07:25,07:26,1:00
RPA3522,2020.03.27,E170,KFSD,KORD,15:18,16:47,已取消
RPA3522,2020.03.26,E170,KFSD,KORD,15:16,16:17,1:00
RPA3522,2020.03.25,E170,KFSD,KORD,15:18,16:47,已取消
RPA3522,2020.03.24,E170,KFSD,KORD,15:12,16:17,1:05
RPA3522,2020.03.22,E170,KFSD,KORD,15:18,16:47,已取消
RPA3522,2020.03.21,E170,KDTW,KORD,07:23,07:19,0:56
RPA3522,2020.03.20,E170,KFSD,KORD,15:06,16:11,1:05
RPA3522,2020.03.19,E170,KFSD,KORD,15:06,16:19,1:12
RPA3522,2020.03.18,E170,KFSD,KORD,16:39,17:42,1:02
RPA3522,2020.03.17,E170,KFSD,KORD,15:14,16:15,1:00
RPA3522,2020.03.16,E170,KFSD,KORD,15:11,16:17,1:05
RPA3522,2020.03.15,E170,KFSD,KORD,15:23,16:33,1:10
RPA3522,2020.03.14,E75L,KDTW,KORD,07:23,07:18,0:54
RPA3522,2020.03.13,E170,KFSD,KORD,15:13,16:19,1:06
RPA3522,2020.03.12,E170,KFSD,KORD,15:12,16:19,1:07
RPA3522,2020.03.11,E170,KFSD,KORD,15:09,16:19,1:10
RPA3522,2020.03.10,E170,KFSD,KORD,15:17,16:22,1:04
JJP505,2020.06.07,A320,RJAA,RJFF,09:01,10:47,1:45
JJP505,2020.06.06,A320,RJAA,RJFF,08:51,10:34,1:43
JJP505,2020.05.31,A320,RJAA,RJFF,09:01,10:47,1:45
JJP505,2020.05.30,A320,RJAA,RJFF,08:50,10:36,1:46
JJP505,2020.05.29,A320,RJAA,RJFF,08:55,10:45,1:49
JJP505,2020.05.25,A320,RJAA,RJFF,08:54,10:35,1:41
JJP505,2020.05.24,A320,RJAA,RJFF,08:55,10:39,1:43
JJP505,2020.05.23,A320,RJAA,RJFF,08:56,10:40,1:43
JJP505,2020.05.22,A320,RJAA,RJFF,08:49,10:34,1:44
JJP505,2020.05.06,A320,RJAA,RJFF,08:53,10:38,1:45
JJP505,2020.05.05,A320,RJAA,RJFF,08:47,10:26,1:38
JJP505,2020.05.04,A320,RJAA,RJFF,08:52,10:24,1:32
JJP505,2020.05.03,A320,RJAA,RJFF,08:56,10:33,1:36
JJP505,2020.05.02,A320,RJAA,RJFF,08:55,10:29,1:34
JJP505,2020.05.01,A320,RJAA,RJFF,08:54,10:21,1:27
JJP505,2020.04.30,A320,RJAA,RJFF,08:56,10:32,1:35
JJP505,2020.04.29,A320,RJAA,RJFF,08:55,10:33,1:38
JJP505,2020.04.28,A320,RJAA,RJFF,09:00,10:36,1:35
JJP505,2020.04.24,A320,RJAA,RJFF,08:55,10:46,1:50
JJP505,2020.04.12,A320,RJAA,RJFF,08:50,10:35,已取消
JJP505,2020.04.05,A320,RJAA,RJFF,08:47,10:31,1:43
JJP505,2020.04.02,A320,RJAA,RJFF,09:02,10:47,1:44
JJP505,2020.04.01,A320,RJAA,RJFF,08:51,10:43,1:52
JJP505,2020.03.31,A320,RJAA,RJFF,08:49,10:33,1:44
JJP505,2020.03.30,A320,RJAA,RJFF,08:53,10:38,1:44
JJP505,2020.03.29,A320,RJAA,RJFF,08:54,10:44,1:50
JJP505,2020.03.28,A320,RJAA,RJFF,08:24,10:08,1:44
JJP505,2020.03.27,A320,RJAA,RJFF,08:35,10:13,1:38
JJP505,2020.03.26,A320,RJAA,RJFF,08:33,10:13,1:39
JJP505,2020.03.25,A320,RJAA,RJFF,08:33,10:11,1:37
JJP505,2020.03.24,A320,RJAA,RJFF,08:26,10:00,1:34
JJP505,2020.03.23,A320,RJAA,RJFF,08:36,10:24,1:48
JJP505,2020.03.22,A320,RJAA,RJFF,08:29,10:20,1:50
JJP505,2020.03.21,A320,RJAA,RJFF,08:29,10:11,1:41
JJP505,2020.03.20,A320,RJAA,RJFF,08:31,10:23,1:51
JJP505,2020.03.19,A320,RJAA,RJFF,08:32,10:15,1:43
JJP505,2020.03.18,A320,RJAA,RJFF,08:27,10:11,1:43
JJP505,2020.03.17,A320,RJAA,RJFF,08:30,10:18,1:47
JJP505,2020.03.16,A320,RJAA,RJFF,08:37,10:17,1:39
JJP505,2020.03.15,A320,RJAA,RJFF,08:28,10:10,1:41
JJP505,2020.03.14,A320,RJAA,RJFF,08:25,10:16,1:51
JJP505,2020.03.13,A320,RJAA,RJFF,08:27,10:11,1:43
JJP505,2020.03.12,A320,RJAA,RJFF,08:30,10:16,1:45
JJP505,2020.03.11,A320,RJAA,RJFF,08:33,10:21,1:48
UAL2350,2020.03.30,B738,KBOS,KDEN,18:15,20:14,3:58
UAL2350,2020.03.29,B738,KBOS,KDEN,18:19,20:32,4:12
UAL2350,2020.03.28,B737,KBUF,KEWR,06:10,07:13,已取消
UAL2350,2020.03.27,A320,KBOS,KDEN,18:25,20:55,已取消
UAL2350,2020.03.26,B738,KBOS,KDEN,18:25,20:55,已取消
UAL2350,2020.03.25,B737,KBUF,KEWR,06:10,07:13,已取消
UAL2350,2020.03.24,B737,KBUF,KEWR,06:10,07:13,已取消
UAL2350,2020.03.23,B738,KBOS,KDEN,18:37,20:46,4:08
UAL2350,2020.03.22,B738,KBOS,KDEN,18:25,20:55,已取消
UAL2350,2020.03.21,B737,KBUF,KEWR,06:09,06:57,0:47
UAL2350,2020.03.20,A320,KBOS,KDEN,18:14,20:39,4:24
UAL2350,2020.03.19,B738,KBOS,KDEN,18:14,20:38,4:24
UAL2350,2020.03.18,B737,KBUF,KEWR,05:59,06:52,0:52
UAL2350,2020.03.17,B737,KBUF,KEWR,06:01,06:49,0:47
UAL2350,2020.03.16,B738,KBOS,KDEN,18:21,20:52,4:31
UAL2350,2020.03.15,B738,KBOS,KDEN,18:12,20:38,4:25
UAL2350,2020.03.14,B737,KBUF,KEWR,06:03,06:44,0:40
UAL2350,2020.03.13,A320,KBOS,KDEN,18:38,21:16,4:37
UAL2350,2020.03.12,B738,KBOS,KDEN,18:27,20:59,4:32
UAL2350,2020.03.11,B739,KBUF,KEWR,06:24,07:16,0:51
UAL2350,2020.03.10,B737,KBUF,KEWR,06:00,06:51,0:50
CES219,2020.06.10,Unknown,ZSPD,EDDF,04:42,09:47,11:04
CES219,2020.06.08,A359,ZSPD,EDDF,12:15,05:07,10:51
CES219,2020.06.01,A359,ZSPD,EDDF,12:32,05:16,10:43
CES219,2020.05.29,Unknown,ZSPD,EDDF,05:11,10:25,11:13
CES219,2020.05.25,A359,ZSPD,EDDF,12:18,05:05,10:46
CES219,2020.05.22,Unknown,ZSPD,EDDF,05:01,10:05,11:03
CES219,2020.05.21,Unknown,ZSPD,EDDF,05:06,10:22,11:15
CES219,2020.05.18,A359,ZSPD,EDDF,12:24,05:19,10:55
CES219,2020.05.16,Unknown,ZSPD,EDDF,05:12,10:44,11:32
CES219,2020.05.11,A359,ZSPD,EDDF,12:16,05:40,11:24
CES219,2020.05.10,Unknown,ZSPD,EDDF,05:13,10:30,11:16
CES219,2020.05.09,Unknown,ZSPD,EDDF,04:58,10:23,11:25
CES219,2020.05.08,Unknown,ZSPD,EDDF,05:42,11:16,11:34
CES219,2020.05.07,Unknown,ZSPD,EDDF,04:51,10:15,11:24
CES219,2020.05.06,Unknown,ZSPD,EDDF,04:49,10:28,11:38
CES219,2020.05.04,A359,ZSPD,EDDF,12:04,05:13,11:09
CES219,2020.05.03,Unknown,ZSPD,EDDF,07:48,13:28,11:39
CES219,2020.05.02,Unknown,ZSPD,EDDF,04:56,10:32,11:35
CES219,2020.05.01,Unknown,ZSPD,EDDF,05:04,10:52,11:47
CES219,2020.04.30,Unknown,ZSPD,EDDF,04:55,10:35,11:40
CES219,2020.04.29,Unknown,ZSPD,EDDF,04:49,10:38,11:48
CES219,2020.04.27,A359,ZSPD,EDDF,12:13,05:27,11:14
CES219,2020.04.26,Unknown,ZSPD,EDDF,04:56,10:55,11:59
CES219,2020.04.25,Unknown,ZSPD,EDDF,04:56,10:42,11:46
CES219,2020.04.23,Unknown,ZSPD,EDDF,04:53,10:41,11:47
CES219,2020.04.22,Unknown,ZSPD,EDDF,04:57,10:47,11:49
CES219,2020.04.20,A359,ZSPD,EDDF,12:13,05:14,11:01
CES219,2020.04.19,Unknown,ZSPD,EDDF,05:09,10:29,11:19
CES219,2020.04.18,Unknown,ZSPD,EDDF,05:11,10:58,11:47
CES219,2020.04.17,Unknown,ZSPD,EDDF,04:51,10:57,12:06
CES219,2020.04.16,Unknown,ZSPD,EDDF,06:45,24:31,11:46
CES219,2020.04.15,Unknown,ZSPD,EDDF,04:35,10:00,11:25
CES219,2020.04.13,A359,ZSPD,EDDF,12:25,05:34,11:09
CES219,2020.04.12,Unknown,ZSPD,EDDF,05:22,10:29,11:06
CES219,2020.04.10,Unknown,ZSPD,EDDF,05:21,10:50,11:28
CES219,2020.04.09,Unknown,ZSPD,EDDF,05:17,10:31,11:14
CES219,2020.04.08,Unknown,ZSPD,EDDF,05:17,10:32,11:14
CES219,2020.04.06,A359,ZSPD,EDDF,12:08,05:06,10:57
CES219,2020.04.05,Unknown,ZSPD,EDDF,05:17,10:55,11:38
CES219,2020.04.04,Unknown,ZSPD,EDDF,04:19,09:55,11:36
CES219,2020.04.03,Unknown,ZSPD,EDDF,04:41,10:51,12:09
CES219,2020.04.02,A359,ZSPD,EDDF,12:17,05:35,11:18
CES219,2020.03.31,A359,ZSPD,EDDF,12:15,05:55,已取消
CES219,2020.03.28,A359,ZSPD,EDDF,01:04,05:16,11:11
CES219,2020.03.24,A359,ZSPD,EDDF,01:36,05:14,10:38
CES219,2020.03.21,A359,ZSPD,EDDF,12:57,05:39,11:42
CES219,2020.03.16,A359,ZSPD,EDDF,12:39,05:11,11:31
CES219,2020.03.15,A359,ZSPD,EDDF,12:50,05:11,11:20
CES219,2020.03.14,A359,ZSPD,EDDF,01:29,05:20,10:51
CES219,2020.03.12,A359,ZSPD,EDDF,12:56,05:37,11:41
CAL862,2020.06.05,B738,VDPP,RCTP,11:06,15:10,3:04
CAL862,2020.05.01,B738,VDPP,RCTP,11:09,15:04,2:55
CAL862,2020.03.25,B738,VDPP,RCTP,11:26,15:15,2:49
CAL862,2020.03.23,B738,VDPP,RCTP,11:40,15:30,2:50
CAL862,2020.03.21,B738,VDPP,RCTP,11:37,15:34,2:57
CAL862,2020.03.20,B738,VDPP,RCTP,11:30,15:14,2:44
CAL862,2020.03.17,B738,VDPP,RCTP,11:30,15:21,2:51
CAL862,2020.03.16,B738,VDPP,RCTP,11:34,15:20,2:46
CAL862,2020.03.14,B738,VDPP,RCTP,11:28,15:24,2:56
CAL862,2020.03.13,B738,VDPP,RCTP,11:24,15:14,2:50
CAL862,2020.03.12,B738,VDPP,RCTP,11:45,15:44,2:59
CAL862,2020.03.10,B738,VDPP,RCTP,11:28,15:28,3:00
CSC8917,2020.06.11,A321,ZUUU,ZSHC,14:20,16:35,已排班
CSC8917,2020.06.10,A321,ZUUU,ZSHC,14:24,16:50,2:26
CSC8917,2020.06.09,A321,ZUUU,ZSHC,14:54,17:12,2:18
CSC8917,2020.06.08,A321,ZUUU,ZSHC,14:32,16:51,2:19
CSC8917,2020.06.07,A321,ZUUU,ZSHC,14:22,16:36,2:14
CSC8917,2020.06.06,A320,ZUUU,ZSHC,14:09,16:26,2:16
CSC8917,2020.06.05,A321,ZUUU,ZSHC,15:15,17:27,2:12
CSC8917,2020.06.04,A320,ZUUU,ZSHC,15:30,17:45,2:15
CSC8917,2020.06.03,A321,ZUUU,ZSHC,14:53,17:13,2:19
CSC8917,2020.06.02,A321,ZUUU,ZSHC,14:32,16:48,2:15
CSC8917,2020.06.01,A321,ZUUU,ZSHC,14:15,16:25,2:09
CSC8917,2020.05.31,A321,ZUUU,ZSHC,14:19,16:27,2:07
CSC8917,2020.05.30,A320,ZUUU,ZSHC,14:20,16:22,2:02
